ID	word	translation
1414	linger	засиживаться, задерживаться сохраняться, не полностью исчезать тянуть, оттягивать колебаться, медлить двигаться медленно, неторопливо влачить жалкое существование [ 'lɪŋgə ]
523	askew	неровно, косо, криво, наклонно искоса, с недоверием [ əs'kjuː ]
2671	chairman	председатель Syn: president [ 'ʧeəmən ]
391	leg up (to)	крепить, подкреплять подпорками (яхту в сухом доке) []
508	weighing	взвешивание [ 'weɪɪŋ ]
637	meantime	тем временем, между тем, пока [ 'miːntaɪm ]
1061	slit	длинный узкий разрез, прорезь, щель делать длинный узкий разрез нарезать (листовой металл) узкими полосами; распиливать (бревно) вдоль [ slɪt ]
1760	acne	угревая болезнь, угревая сыпь; [ 'æknɪ ]
2298	bangle	браслет, надеваемый на запястье или щиколотку [ 'bæŋgl ]
902	slip	выскальзывать, срываться (с языка),просачиваться, становиться известным скользить двигаться легко, мягко, не привлекая [ slɪp ]
1311	awfully	ужасно, ужасающе, отвратительно очень; крайне; чрезвычайно [ 'ɔːf(ə)lɪ ], [ -fulɪ ]
2619	species	вид разновидность человечество, род человеческий представитель какого-л. биологического вида [ 'spiːʃiːz ]
2820	turtle weed	травяная черепаха []
290	blurt	выпалить; выдавать, проговариваться [ blɜːt ]
134	moan	1) стонать Syn: groan 2. 2) оплакивать, жаловаться [mǝun]
115	icing	сахарная глазурь [ 'aɪsɪŋ ]
2768	pertain	принадлежать относиться, иметь отношение к быть свойственным подобать, подходить [ pə'teɪn ], [ pɜː- ]
2009	infamous	имеющий дурную репутацию; печально известный позорный; бесчестный, постыдный пакостный, скверный, мерзкий [ 'ɪnfəməs ]
2310	bulletin board	доска объявлений [ 'bulɪtɪn ]
1891	shake	трястись; сотрясаться; дрожать трясти; встряхивать распадаться, расшатываться; терять сплочённость ослабить, поколебать терять твёрдость, уверенность волновать, потрясать сильно увлекаться лихорадка, озноб трещина, щель лотерея шейк, коктейль [ ʃeɪk ]
418	pointy	заострённый, остроконечный, острый [ 'pɔɪntɪ ]
363	glove	перчатка [ glʌv ]
2015	lapidate	побить камнями, забивать камнями до смерти [ 'læpɪdeɪt ]
2467	trial	(s)испытания, отборочные соревнования; переживание, тяжёлое испытание; искушение; злоключение причина недовольствасудебное разбирательство; испытательный, пробный; контрольный судебный,[ 'traɪəl ]
1	admiring	восторгаться, любоваться, рассматривать с восхищением;
883	rear	(up)становиться на дыбы, поднимать, воспитывать, растить выращивать, разводить, возводить, сооружать, тыл задняя часть туалет, задний, хвостовой [ rɪə ]
2637	undertake	гарантировать предпринимать, совершать брать на себя ответственность за, работать в похоронном бюро [ ˌʌndə'teɪk ]
2352	fig out	притворяться, надевать личину, рядиться кем-л. бежать лёгкой рысью (о лошади); up взбодрить (кого-л.) подновлять, ремонтировать; делать более привлекательным [ fɪg ]
2237	scurvy	презренный, жалкий низкий, подлый цинга (scurvy braggart) [ 'skɜːvɪ ]
2789	reap	жать, пожинать, собирать урожай получать результат [ riːp ]
1658	let slip	проговориться []
2779	presume	предполагать, полагать; допускать отважиться, осмелиться притворяться (up)on); злоупотреблять (чем-л.) [ prɪ'zjuːm ]
685	snout	рыло; морда (животного) нос (человека, обычно большой) хобот слона [ snaut ]
1589	bristle	щетина;ощетиниться, подниматься дыбом рассердиться; рассвирепеть,изобиловать [ 'brɪsl ]
2416	pronouncement	заявление, утверждение [ prə'naun(t)smənt ]
2133	closure	закрытие; завершение; прекращение облегчение, исцеление герметизация застёжка бутылочная крышка смыкание соглашение закрывать дискуссию, прения, обсуждение; прерывать оратора [ 'kləuʒə ]
139	nasty	отвратительный, отталкивающий; мерзкий, противный
1404	juggle	жонглировать стараться удержать в руках, не уронить балансировать подтасовывать, искажать, фокус, ловкость рук, трюк [ 'ʤʌgl ]
1850	musty	заплесневелый; пахнущий плесенью; несвежий банальный, избитый устарелый; косный, несовременный, старомодный [ 'mʌstɪ ]
965	yelp	визг, повизгивание лаять, тявкать; скулить [ jelp ]
2544	estate	имущество поместье, имение участок сословие положение в обществе состояние, положение [ ɪs'teɪt ], [ es- ]
28	brass	латунь, жёлтая медь [brɑ:s]
991	come round	приходить в себя (после обморока, болезни) улучшаться, меняться к лучшему менять мнение, убеждение; соглашаться объезжать; обходить []
971	alas	увы! [ ə'læs ]
1539	uneventful	без особенных происшествий, событий; непримечательный происходящий без разрушения [ ˌʌnɪ'ventf(ə)l ], [ -ful ]
2272	uncharacteristic	нетипичный, нехарактерный [ ˌʌnkærəkt(ə)'rɪstɪk ]
803	foretell	предсказывать, прогнозировать [ fɔː'tel ]
1920	to walk in on	случайно помешать кому-л. []
669	scowl	смотреть сердито, бросать сердитый взгляд [ skaul ]
1666	mock	поддельный, фальшивый, фиктивный;притворный; мнимый; ложный пародийный; шуточный насмехаться; глумиться, издеваться сводить на нет (усилия) ; делать бесполезным [ mɔk ]
2716	fast pace	скорый, быстрый шаг []
1364	engorgement	обжорство, прожорливость, поедание в больших количествах [ en'gɔːʤmənt ], [ en- ]
2744	matriarchal	матриархальный [ ˌmeɪtrɪ'ɑːk(ə)l ]
1170	graciously	любезно; снисходительно милостиво, благосклонно ( indulgently ) [ 'greɪʃəslɪ ]
641	moleskin overcoat	шкурка крота пальто (шинель) чёртова кожа (плотная хлопчатобумажная ткань)
157	picked out	выбранный
1680	potty	слабоумный; помешанный, сумасшедший детский горшок незначительный, несущественный; пустяковый ( potty about) проявляющий большой интерес (к кому-л. / чему-л.) ; без ума (от кого-л. / чего-л.) [ 'pɔtɪ ]
1897	slog	тяжёлая, изнурительная работа сильный удар бить, колотить, сильно ударять с трудом брести, еле тащиться упорно продвигаться вперёд [ slɔg ]
2610	rob	грабить отнимать (что-л.) ; лишать (чего-л.) [ rɔb ]
617	interfering	настырный, назойливый [ ˌɪntə'fɪərɪŋ ]
1247	rod	fishing rod удочка, удилище прут; розга наказание, порка стержень, брус, рейка, тяга, шток, рычаг [ rɔd ]
1128	canned	консервированный, заранее записанный, заготовленный [ kænd ]
2791	regal	королевский, царский величественный, царственный [ 'riːg(ə)l ]
425	quiver	дрожать мелкой дрожью; трястись; колыхаться; трепетать [ 'kwɪvə ]
2335	draw forth	выявлять, проявлять []
793	favour	быть похожим, напоминать беречь, оберегать любезность, услуга, одолжение , поддержка, одобрение щадить благоприятствовать; помогать, поддерживать, способствовать покровительствовать благоволить привлекательность, интерес внешность, внешний вид (s)согласие на интимную близость символ преданности [ 'feɪvə ]
2404	pick one's way	пробираться (с осторожностью) выбирать путь (в жизни) []
105	grunt	ворчать; бормотать хрюкать амер.; воен.; жарг. пехотинец; рядовой [ grʌnt ]
2483	writhe with shame	мучиться от стыда []
1167	gloss	внешний лоск, глянец скрашивать, приукрашивать to gloss over one's mistakes — исправлять ошибки, ликвидировать погрешности [ glɔs ]
1642	headlong	головой вперёд безудержный; импульсивный; бурный безрассудный, необдуманный,крутой; обрывистый; вертикальный вниз головой, головой вперёд (при падении, нырянии) [ 'hedlɔŋ ]
380	hurtle	нестись, мчаться с шумом, грохотом сталкивать, ударять одно о другое бросать с силой; швырять [ 'hɜːtl ]
436	rot	гниль, труха полоса неудач, портиться, разлагаться [ rɔt ]
261	warty	покрытый бородавками, бородавчатый [ 'wɔːtɪ ]
1528	tousle	взъерошивать, ерошить [ 'tauzl ]
591	flick	стегнуть, щёлкнуть, хлестнуть резкое движение; рывок; толчок, что-л. выброшенное резким движением [ flɪk ]
1222	pigpen	свинарник, хлев [ 'pɪgpen ]
2283	wind up	заводить, приводить в возбуждённое состояние подтягивать (дисциплину) доводить до конца уладить, разрешить (вопрос) ликвидировать []
1977	derange	сводить с ума; доводить до сумасшествия выбивать из колеи, нарушать, приводить в беспорядок; расстраивать [ dɪ'reɪnʤ ]
1386	guilt	вина; чувство вины (twinge of guilt) [ gɪlt ]
2824	undermine	подрывать, расшатывать, разрушать, подтачивать делать подкоп, подмывать, размывать [ ˌʌndə'maɪn ]
729	It was driving them nuts.	Это сводит их с ума. []
741	blossom	цвести; распускаться; расцветать [ 'blɔsəm ]
2324	deliberately	преднамеренно, умышленно, нарочно обдуманно, взвешенно медленно, не торопясь осторожно, осмотрительно [ dɪ'lɪb(ə)rɪtlɪ ]
1327	blunt	тупой (axe) непонятливый, туповатый грубоватый; прямой, резкий [ blʌnt ]
1360	drawer	(выдвижной) ящик (стола, комода) комод буфетчик; бармен; официант чертёжник; рисовальщик составитель документа [ 'drɔːə ]
1896	sling (slung)	бросать, швырять метать из пращи; стрелять из рогатки ,подвешивать поднимать груз с помощью стропа, ремня ;бросание, швыряние ремень канат;[ slɪŋ ][ slʌŋ ]
1370	filth	негодяй, подлец низость, мерзость, разврат брань, сквернословие женщина лёгкого поведения мусора, полиция [ fɪlθ ]
1509	swirl	водоворот; воронка, кружение завиток, локон лента на шляпе обвивать, обматывать испытывать головокружение [ swɜ:l ]
2368	ladder	лестница (приставная, верёвочная) трап спустившаяся петля (на чулке) влезать, взбираться по лестнице [ 'lædə ]
163	prune	обрезать; подрезать сокращать удалять неприятный, глупый человек чернослив [ pruːn ]
2743	lodestone	(lode) магнетит, магнитный железняк [ ləud ]
2708	engage	(политически) ангажированный, занимающий определённую (идеологическую) позицию [ ˌɔngʌ'ʒeɪ ]
309	cheer up	подбадривать; приободряться [ ʧɪə ]
296	bulging	разбухший; набухающий; вздувающийся; выпуклый ** eyes — глаза навыкате [ 'bʌlʤɪŋ ]
1857	outburst	взрыв, вспышка извержение вулкана [ 'autbɜːst ]
402	needle	игла, иголка [ 'niːdl ]
1421	mauve	розовато-лиловый [ məuv ]
1940	approvingly	одобрительно [ ə'pruːvɪŋlɪ ]
74	dull	тупой, глупый скучный, надоедливый тусклый, неяркий, слабый [ dʌl ]
1512	talkative	разговорчивый; словоохотливый [ 'tɔːkətɪv ]
1907	summon	вызвать, позвать вызывать в суд требовать исполнения собирать, призывать, мобилизовывать [ 'sʌmən ]
2512	comprehend	понимать, постигать, осмысливать, соображать включать, охватывать, содержать в себе;[ ˌkɔmprɪ'hend ]
242	thought	мысль
348	farther	отдалённый, удалённый [ 'fɑːðə ]
2020	maintain	поддерживать, сохранять [ meɪn'teɪn ]
2813	taste	вкус, понимание; манера, стиль склонность, пристрастие пробовать (на вкус); отведать пережить, испытать, вкусить, познать производить впечатление; [ teɪst ]
118	jab	а) пихать, толкать Syn: push б) наносить удар [dƷæb]
2338	draw off	отводить отступать отвлекать, переключать []
2010	innkeeper	хозяин трактира, трактирщик [ 'ɪnˌkiːpə ]
676	singsong	говорить с повторениями; бубнить произносимый нараспев; однозвучный монотонный, однообразный [ 'sɪŋsɔŋ ]
1893	shin	голень ударять по голени; ударяться голенью; карабкаться, лазить быстро передвигаться, бегать [ ʃɪn ]
1104	abashed	сконфуженный, смешавшийся, смущённый [ ə'bæʃt ]
684	snarled	запутанный, сложный спутанный, путаный; переплетённый [ snɑːld ]
755	cheery	весёлый, живой; оживлённый, радостный [ 'ʧɪərɪ ]
1434	nip	разг. арестовать, схватить щипать, кусать откусывать, отрезать смотаться, сгонять (куда-л.) стащить, стянуть зажать, захватить [ nɪp ]
1026	jam	зажимать, сжимать, блокировать; давить, жать набиваться битком впихивать, вталкивать, втискивать сжатие, зажатие, [ ʤæm ]
2141	demur	возражение колебание, сомнение колебаться, не решаться; сомневаться возражать, протестовать [ dɪ'mɜː ]
2230	reproachfully	укоризненно, осуждающе, неодобрительно [ rɪ'prəuʧf(ə)lɪ ], [ -fulɪ ]
1052	remorse	угрызения совести; раскаяние; сожаление Syn: pity, compassion [ rɪ'mɔːs ]
488	throw out	выставить, выпрямить, протянуть (ногу, руку)
291	boil	нарыв, фурункул, чирей кипятить кипеть [ bɔɪl ]
90	flinch	вздрагивать (от боли, испуга) ; передёрнуться (от отвращения)
620	jaw	нижняя челюстная кость пасть, рот жевать, перемалывать челюстями разг.; неодобр. болтать, трещать [ ʤɔː ]
1154	dung	органическое удобрение; навоз, помёт кал, фекалии, экскременты удобрять, унавоживать (землю) [ dʌŋ ]
247	tosh	абсурд, вздор, ерунда [ tɔʃ ]
2461	tarnish	лишаться блеска, тускнеть бесчестить, позорить, порочить, пятнать тусклость [ 'tɑːnɪʃ ]
456	shabby	поношенный; потрёпанный, потёртый (о вещах) [ 'ʃæbɪ ]
628	lazily	лениво; медлительно [ leɪzɪlɪ ]
2661	backbreaking	непосильный []
2750	mount	садиться (на), залезать, взбираться взлетать вверх, подниматься, восходить покрывать (оплодотворять самку) снабжать верховыми лошадьми или транспортным средством монтировать, устанавливать насаживать, накалывать ставить (спектакль) быть вооружённым пушками поднимать, воодушевлять; подложка; паспарту оправа (драгоценного камня) основа, животное под седлом велосипед лафет, станок высокий холм, гора [ maunt ]
487	thief (thieves)	вор, похититель thieves' kitchen воровской притон, "малина" [ θiːf ][ 'θiːvz ]
660	reel	бобина, катушка,наматывать на катушку кружение, вращение [ riːl ]
1025	In years to come	потом, по прошествии времени []
626	knock off	сбрасывать, сталкивать сбавлять, снижать (цену) быстро (обычно небрежно, халтурно) написать []
876	prickle	выступать, торчать как иголки колоть, прокалывать, протыкать шип (растения) ; колючка (дикобраза, ежа) [ 'prɪkl ]
1256	sizzle	шипеть (при жаренье) шипение, шипящий звук нестерпимая жара, пекло [ 'sɪzl ]
1697	rotter	дрянь, мерзавец, подлец ;что-л. прогнившее [ 'rɔtə ]
1882	rumple	мять приводить в беспорядок; ерошить [ 'rʌmpl ]
1636	glaring	свирепый (о взгляде), пристальный ; слишком яркий, кричащий,яркий, ослепительный грубый, бросающийся в глаза, вопиющий сияние, сверкание свирепость (взгляда) [ 'gleərɪŋ ]
194	shrill voice	пронзительный, резкий; визгливый; высокий (о голосе, звуке) [ʃril]
1976	deposit	класть, размещать класть в банк, отдавать на хранение депозит, [ dɪ'pɔzɪt ]
1874	recount	рассказывать, излагать подробно [ ˌriː'kaunt ]
862	nearsighted	близорукий тщательный, подробный [ ˌnɪə'saɪtɪd ]
1088	treble	дискантовый дискант; сопрано тройной, утроенный тройное количество [ 'trebl ]
1702	scorch	ожог; след от ожога обжигать; подпаливать выжигать, иссушать (о солнце) ранить, задевать [ skɔːʧ ]
1984	entrails	внутренности, кишки Syn: viscera, innards, guts , bowels , intestine внутренние части (чего-л.) [ 'entreɪlz ]
2749	mound	насыпь; холм насыпать холм; сооружать насыпь [ maund ]
1302	accuse	винить, обвинять, упрекать придираться; порицать; осуждать [ ə'kjuːz ]
2826	unimpeded	беспрепятственный, свободный [ ˌʌnɪm'piːdɪd ]
439	rub it in	ткнуть кого-л. носом во что-л., повторять одно и то же
1550	whizz	просвистеть, пронестись со свистом пролететь, промчаться (с шумом, грохотом) делать (что-л.) очень быстро, в бешеном темпе [ (h)wɪz ]
1938	all in all	в общем, всё []
2379	mutilate	калечить, увечить искажать смысл Syn: maim, cripple [ 'mjuːtɪleɪt ]
2815	thistle	чертополох цветок чертополоха (как эмблема Шотландии) [ 'θɪsl ]
996	cursed under his breath	проклинал себе под нос ... []
2836	woodpecker	дятел [ 'wudˌpekə ]
1048	pounce	внезапно атаковать, набрасываться на,коготь внезапный прыжок, наскок; атака воспользоваться (шансом, чьим-л. промахом) ; придираться пробивать, просверливать; чеканить [ paun(t)s ]
270	worth	цена, стоимость, (денежная) сумма [wǝ:Ө]
1483	sheaf	пачка, связка (бумаг), сноп; вязанка масса, большое количество связывать (что-л.) вместе [ ʃiːf ]
1595	caster	распределитель ролей литейщик [ 'kɑːstə ]
1804	entwine	сплетать, переплетать обвивать, обхватывать [ ɪn'twaɪn ], [ en- ]
2554	fertile	плодородный; изобилующий, богатый плодоносящий способствующий плодородию,[ 'fɜːtaɪl ]
805	frogmarch	толкать вперёд со связанными сзади руками передвижение по-лягушачьи нести за руки и за ноги лицом вниз [ 'frɔgmɑːʧ ]
1030	knack	умение, сноровка, мастерство хитрость, трюк, уловка резкий звук; треск, щелканье, щелчок язвительное замечание, насмешка [ næk ]
1363	elbow grease	тяжёлый (физический) труд [ 'elbəuˌgriːs ]
1868	pudgy	оротенький и толстый (о человеке) ; маленький и плотный (о предмете) [ 'pʌʤɪ ]
356	galoshes	галоши мн [ gə'lɔʃ ]
2152	envoy	делегат, посланец, представитель; агент, доверенное лицо Syn: minister plenipotentiary [ 'envɔɪ ]
1304	anguished	страдальческий, мученический; выражающий боль [ 'æŋgwɪʃt ]
2724	grace	готовность, расположение украшать удостаивать, награждать грация, грациозность; изящество;with (a) good grace охотно, с готовностью,достоинства, добродетели приличия рел. благодать милосердие, прощение; милость отсрочка, передышка молитва (перед едой) разрешение на соискание учёной степени милость, светлость ( graces) игра в серсо [ greɪs ]
2500	captive	взятый в плен пленник; пленный [ 'kæptɪv ]
1650	insane	безрассудный, безумный, абсурдный душевнобольной, ненормальный, сумасшедший, безумный [ ɪn'seɪn ]
1729	stillness	неподвижность; спокойствие; тишина [ 'stɪlnəs ]
2831	watermelon	арбуз [ 'wɔːtəˌmelən ]
2309	broaden	расширять расширяться [ 'brɔːdn ]
475	stitch	стежок; строчка, шов [ stɪʧ ]
2481	woolly	неясный, путаный, расплывчатый, смутный, нечёткий покрытый шерстью;неотёсанный, бескультурный шерстяной свитер австрал. овца полицейский в форме [ 'wulɪ ]
190	shear	стричь; обрезать [ʃiǝ]
1229	poison	яд, отрава негативное влияние отравлять; заражать портить, развращать [ 'pɔɪz(ə)n ]
198	silly	глупый
1275	thoughtful	задумчивый, погружённый в размышления, созерцательный думающий, помнящий о заботливый, чуткий, внимательный; относящийся к чему-л. серьёзно, внимательно [ θɔːtf(ə)l ], [ -ful ]
2187	lacking	лишённый, не имеющий (чего-л.) недостающий, отсутствующий [ 'lækɪŋ ]
2438	shove back	воен. оттеснять (противника) []
1683	pudding	пудинг, запеканка разг. материальное вознаграждение амер. плёвое дело, пустяковое дело [ 'pudɪŋ ]
516	wrinkle	морщиться; мяться, сминаться [ 'rɪŋkl ]
1268	stock up	запастись, создать запас []
156	persuade	убеждать (в чём-л.) ; урезонивать; пенять [ pə'sweɪd ]
27	bowed	гнуть, сгибать; наклонять
1833	irresolute	нерешительный, колеблющийся, неуверенный, сомневающийся Syn: indecisive, hesitating , vacillating [ ɪ'rez(ə)luːt ]
2538	embellish	украшать приукрашивать делать красивым [ ɪm'belɪʃ ], [ em- ]
272	wrestled	боролся
1735	swerve	отклоняться от прямого пути, сворачивать в сторону отклонение (от курса) ( swerve from) отказываться от (чего-л.) [ swɜːv ]
2499	canteen	буфет, столовая ящик для хранения посуды солдатская фляга лавка, повозка маркитанта [ kæn'tiːn ]
479	suck	всасывать, засасывать [ sʌk ]
703	sweaty	потный [ 'swetɪ ]
345	fabulous	сказочный, мифический; известный из сказок, легенд [ 'fæbjələs ]
1054	rub	тереть, протирать потирать стирать, оттирать напоминать (что-л.) вдалбливать (кому-л.) копировать рисунок [ rʌb ]
2690	countenance	лицо, выражение лица хладнокровие, спокойствие проявление сочувствия; моральная поддержка;стиль поведения, манера одобрять, разрешать; давать санкцию оказывать моральную поддержку, поощрять; сочувствовать [ 'kaunt(ə)nən(t)s ]
10	battered	изношенный, обветшалый, потёртый, потрёпанный; мятый [ 'bætəd ]
1698	rue	( rue for) раскаиваться, сожалеть, чувствовать угрызения совести по поводу (чего-л.) раскаяние, сожаление жалость, сострадание [ ruː ]
2435	sheepishly	застенчиво, робко, скромно [ 'ʃiːpɪʃlɪ ]
2617	slum	-s трущобы посещать трущобы slum it терпеть лишения и неудобства, влачить жалкое существование мясная похлёбка, мясное блюдо [ slʌm ]
444	rug	ковёр, коврик тянуть с силой; дёргать [ rʌg ]
576	dusk	сумерки; полумрак, сумрак сумеречный, тёмный, смеркаться [ dʌsk ]
1796	disregard	пренебрегать, относиться небрежно; игнорировать,индифферентность, безразличие, невнимание, равнодушие;неуважение,[ ˌdɪsrɪ'gɑːd ]
2624	subconsciously	подсознательно не в полном сознании [ sʌb'kɔn(t)ʃəslɪ ]
331	drool	пускать слюну течь, сочиться (о слюне) восхищаться плевок [ druːl ]
2303	bloodshed	кровопролитие; массовое убийство, резня, бойня [ 'blʌdʃed ]
723	wham	бам!, бух!, трах! [ (h)wæm ]
785	dwell	жить, обитать, находиться, пребывать подробно останавливаться, задерживаться (на чём-л.) задерживаться перед препятствием (о лошади) [ dwel ]
2234	rum	ром спиртной напиток странный, чудной, подозрительный [ rʌm ]
2663	boast	хвастовство предмет гордости хвастать(ся), кичиться, похваляться обтёсывать камень, придавать грубую форму; делать заготовку, шаблон [ bəust ]
1805	extinguish	гасить, ликвидировать (пожар), тушить затмевать выплачивать, погашать [ ɪk'stɪŋgwɪʃ ], [ ek- ]
21	blinked	моргнула
339	either	также, тоже (в отрицательных предложениях) [ 'aɪðə ]
355	furniture	мебель, обстановка [ 'fɜːnɪʧə ]
589	flank	бок, сторона фланг быть расположенным сбоку защищать, предохранять сбоку, с фланга [ flæŋk ]
898	sinister	зловещий, злой, страшный, мрачный предвещающий несчастье левый находящийся слева, по левую руку Ant: dexter [ 'sɪnɪstə ]
1423	menacing	угрожающий, грозный, страшный, зловещий; ощетинившийся; опасный (threatening, denunciative, fearsome, forbidding, horrent, minatory, redoubtable, ugly) [ 'menəsɪŋ ]
2061	recollection	воспоминание; память размышление, раздумье [ ˌrek(ə)'lekʃ(ə)n ]
2495	bonanza	удача, процветание; приносящее доход предприятие,бонанца (скопление богатой руды в жиле),преуспевающий, доходный [ bə'nænzə ]
202	slug	слизень, слизняк бездельник, тунеядец, лентяй пуля кусок металла [ slʌg ]
1615	dollop	класть небольшое количество, небольшое количество,ложка; растрёпа, неряха [ 'dɔləp ]
935	tartan	клетчатая шерстяная материя, шотландка шотландский плед одежда шотландских горцевшотландский горец [ 'tɑːt(ə)n ]
1508	superb	роскошный, величественный благородный [ s(j)uː'pɜːb ]
1549	whack	бросить, кинуть ударять; наносить звонкие удары доля, причитающаяся часть проба, попытка to go out of whack сломаться, испортиться,[ (h)wæk ]
1037	might	прош. вр. от may мог бы (в условном наклонении) может (с меньшей долей вероятности, чем may) могущество; власть, мощь, сила [ maɪt ]
2746	mole	крот родинка, родимое пятно бурав кротового плуга дамба, запруда, плотина грамм-молекула, моль [ məul ]
378	horned	рогатый в форме полумесяца, серповидный [ hɔːn ]
1122	bold	отважный, смелый, храбрый бесстыдный, наглый сильный, энергичный крутой, обрывистый (bold cliffs - крутые скалы) [ bəuld ]
2662	bluebird	синешейка (певчая птица) [ 'bluːbɜːd ]
1605	derisive	иронический, саркастический, насмешливый ;нелепый, смехотворный, смешной [ dɪ'raɪsɪv ]
1875	rein	удерживать держать под контролем повод, поводья; вожжа,сдерживающая, обуздывающая сила; узда взнуздать лошадь [ reɪn ]
1619	drone	бубнить, монотонно говорить; говорить скучным, занудным голосом гудение, гул, жужжание, шум тунеядец, дармоед трутень [ drəun ]
2476	whatever	какой бы ни; любой; какой бы то ни было, любой всё что; что бы ни что-нибудь (в этом роде) [ (h)wɔt'evə ]
2756	odor, odour	запах (обычно неприятный) аромат, благоухание особенность, душок, налёт, привкус [ 'əudə ]
1567	agitation	волнение; возбуждение; беспокойство; тревога, смятение; потрясение; агитация обсуждение, рассмотрение взбалтывание; перемешивание,[ ˌæʤɪ'teɪʃ(ə)n ]
1080	tentacle	щупальце усик [ 'tentəkl ]
93	flutter	вспорхнуть, развеваться трепетание
963	winding	бессвязный, хаотичный, беспорядочный извилистый; вьющийся; кривая линия, кривой путь наматывание, намотка хитрости, околичности извилина, изгиб, поворот [ 'waɪndɪŋ ]
847	lopsided	накренённый, кривобокий, искривлённый; наклонённый [ ˌlɔp'saɪdɪd ]
540	bolt	bolt down глотать не разжёвывая; запихивать в рот пищу кусками понести (о лошади) выболтать вылетать откуда-л. подобно пуле арбалетная стрела удар молнии, грома [ bəult ]
1953	cane	тростник; камыш стебель тростника; лоза трость бить палкой вбивать знания, вдалбливать урок оплетать тростником; плести из тростника, камыша [ keɪn ]
2005	huff	фукнуть раздражаться, впадать в гнев; обижаться, оскорбляться пыхтеть, тяжело дышать задирать; запугивать, угрожать припадок, вспышка [ hʌf ]
948	trifle	бисквит, пропитанный вином и залитый взбитыми сливками мелочь, пустяк бессмысленный человек шутить, играть с,не принимать всерьёз вести себя легкомысленно [ 'traɪfl ]
2521	crop	урожай, жатва; посев с.-х. культура зоб сычуг (отдел желудка у жвачных) пузо, брюхо горло; пасть верхушка растений ,верхняя секция удилища, набалдашник на рукояти, цельная шкура коротко остриженные волосы подстригать, подрезать обрубать щипать, объедать собирать урожай давать урожай сеять; засевать [ krɔp ]
1253	shoo	вспугивать, прогонять, кшш! (при вспугивании птиц) разгонять [ ʃuː ]
1435	nod	кивнуть головой клевание носом; дремота одобрение, признание наклоняться, качаться, покоситься, грозить обвалом прозевать (что-л.) , сделать ошибку по невнимательности [ nɔd ]
135	mood	настроение; расположение духа [mu:d]
2382	novelty	новизна, инновация, нововведение новшество ( novelties) мелкие дешёвые товары (галантерея) [ 'nɔv(ə)ltɪ ]
25	boom	рокотать, громыхать (о выстрелах, колоколе, волнах) ; производить громкий глухой шум
512	whisker	усы [ '(h)wɪskə ]
1573	attract	притягивать завоёвывать, пленять, покорять, прельщать [ ə'trækt ]
1716	snatch	обычно мн. короткий промежуток (времени) in snatches ;хватание, схватывание; хватка кража, грабёж [ snæʧ ]
2670	cautious	осторожный, осмотрительный; предусмотрительный [ 'kɔːʃəs ]
2001	haywire	сумасшедший, ненормальный взволнованный; поставленный в тупик небрежно выполненный; сделанный наспех, непрочно плохо работающий, неэффективный вязальная проволока [ 'heɪˌwaɪə ]
2037	originator	автор; изобретатель, создатель, творец инициатор [ ə'rɪʤ(ə)neɪtə ]
460	shot	shot with silver - с серебристым отливом переливчатый, меняющий оттенок испещрённый, усеянный изношенный, обветшалый,изнурённый, напившийся,выстрел [ ʃɔt ]
56	crouch	припадать к земле; согнуться, сжаться [ krauʧ ]
1800	doze off	задремать Syn: drop off [ dəuz ]
1918	thrash	молотить бить, пороть, стегать, хлестать победить, одержать верх биться, метаться направлять судно против ветра, течения [ θræʃ ]
1291	wad	тампон, шарик, комок кусочек, кусок пыж масса, куча, большое количество связка, пучок,небольшое количество, горсть,набивать или подбивать ватой затыкать туго сворачивать, комкать забивать пыж [ wɔd ]
83	faintly	бледно; слабо; едва, еле-еле
2797	rite	обряд, церемония ритуал, церемониал [ raɪt ]
1255	simper	притворно или глупо улыбаться притворство, жеманство, поза [ 'sɪmpə ]
1223	pinch	щепотка щипок щипать, ущипнуть сжатие, сужение; давление прищемление трудная часть пути; путь, круто идущий в гору крайняя нужда; стеснённое положение; трудности, неприятности, невзгоды скряга, скупердяй арест; облава лёгкое для осуществления предприятие, верняк [ pɪnʧ ]
2012	itch	зудеть, чесаться, испытывать зуд вызывать зуд ;спытывать непреодолимое желание, зуд жажда (чего-л.) ; сильное, непреодолимое желание [ ɪʧ ]
1957	clotted	комковатый, состоящий из комков, сгустков слипшийся, свалявшийся clotted nonsense — сущий вздор [ 'klɔtɪd ]
334	dumbfound	ошарашить, ошеломить, потрясти, [ dʌm'faund ]
1783	conquer	преодолеть, победить, подчинить себе, побороть покорить, взять вершину завоёвывать, покорять; порабощать; подчинять; подавлять [ 'kɔŋkə ]
1670	newt	тритон Syn: triton [ njuːt ]
597	frown	смотреть неодобрительно; хмурить брови; насупиться [ fraun ]
2210	opaline	опалин матовое стекло опаловый цвет [ 'əup(ə)liːn ], [ -laɪn ]
2563	hives	крапивница [ haɪvz ]
736	awe	(благоговейный) страх, трепет, благоговение внушать страх, благоговение [ ɔː ]
2149	doggedly	упрямо, не отходя от выбранного курса не ослабевая [ 'dɔgɪdlɪ ]
642	mouth	беззвучно шевелить губами говорить невнятно, мямлить рот, уста [ mauθ ]
1224	pitiful	плачевный, прискорбный; несчастный, ничтожный; презренный набожный, благочестивый [ 'pɪtɪf(ə)l ], [ -ful ]
